step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,g_raw_x,g_raw_y,g_raw_z,g_raw_mag,g_eff_x,g_eff_y,g_eff_z,g_eff_mag,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,grav_power
200,2,0,0,6371997.913627438,0,0,-1.55132637114256,997.9136274382472,-1.55132637114256,0,0,-9.816897822502533,9.816897822502533,0,0,-2.057792763941301,2.057792763941301,0.2096174169424865,0.03021505865502175,2.085391603507795,-0.2678525485203966,0.7788007830714049,75,80,102.5962830170261,1498462.762420268,3830.769817258174
210,2.1,0,0,6371997.747161769,0,0,-1.757555005975016,997.7471617693081,-1.757555005975016,0,0,-9.81689832907246,9.81689832907246,0,0,-2.068441911283552,2.068441911283552,0.2107021833115986,0.02558379268783596,2.125669849620895,-0.3697308692625105,0.7788007830714049,75,80,102.4361057517995,1498452.511789105,4362.480522893924
220,2.2,0,0,6371997.55998224,0,0,-1.965631163433462,997.5599822402,-1.965631163433462,0,0,-9.816898899410344,9.816898899410344,0,0,-2.092273788934219,2.092273788934219,0.2131298091559131,0.02137663763298753,2.076820138585076,-0.5974952227278232,0.7788007830714049,75,80,102.3136451246494,1498442.27533294,4935.166274356927
230,2.3,0,0,6371997.351847881,0,0,-2.176460767730858,997.3518478805199,-2.176460767730858,0,0,-9.816899534230778,9.816899534230778,0,0,-2.121630335795922,2.121630335795922,0.2161202045918835,0.01878620072612534,1.925323956719053,-1.061162640177986,0.7788007830714049,75,80,102.2491579559905,1498432.048034152,5541.174227384964
240,2.4,0,0,6371997.122466408,0,0,-2.390295762454196,997.1224664077163,-2.390295762454195,0,0,-9.816900234426621,9.816900234426621,0,0,-2.152335946710878,2.152335946710878,0.2192480207920326,0.01887021229719538,1.703958852802597,-1.437633800787196,0.7788007830714049,75,80,120.605886137988,1498420.932876386,6173.663391361022
250,2.5,0,0,6371996.871533247,0,0,-2.607149698766893,996.8715332467109,-2.607149698766893,0,0,-9.816901000935941,9.816901000935941,0,0,-2.180872191832631,2.180872191832631,0.2221548522924605,0.02207216940866519,1.515174561160223,-1.62641809242957,0.7788007830714049,75,80,143.6743180752498,1498407.623806944,6823.032333582645
260,2.6,0,0,6371996.598775103,0,0,-2.826399280997561,996.5987751027569,-2.826399280997561,0,0,-9.816901834620078,9.816901834620078,0,0,-2.200249282517728,2.200249282517728,0.2241286833243433,0.02732747653918614,1.432712243828726,-1.708880409761067,0.7788007830714049,75,80,169.1998751689023,1498391.872607609,7462.539588148208
270,2.7,0,0,6371996.304012883,0,0,-3.04689073954057,996.3040128834546,-3.04689073954057,0,0,-9.816902736066423,9.816902736066423,0,0,-2.206676619913575,2.206676619913575,0.2247833842548366,0.03326012108646825,1.431982178994351,-1.709610474595442,0.7788007830714049,75,80,197.1133792366794,1498373.436546685,8068.203070050431
280,2.8,0,0,6371995.987195848,0,0,-3.267287945872121,995.9871958484873,-3.267287945872121,0,0,-9.816903705472527,9.816903705472527,0,0,-2.199921636650731,2.199921636650731,0.2240952649280203,0.03892983310808008,1.475129915045747,-1.666462738544046,0.7788007830714049,75,80,227.2629685756661,1498352.084666237,8625.332934350639
290,2.9,0,0,6371995.648401031,0,0,-3.486405820803252,995.6484010312706,-3.486405820803252,0,0,-9.816904742637572,9.816904742637572,0,0,-2.182788219317167,2.182788219317167,0.2223499439529758,0.04378337835145632,1.537042801951384,-1.604549851638409,0.7788007830714049,75,80,259.4601964382627,1498327.603643093,9132.102664089763
300,3,0,0,6371995.287803709,0,0,-3.703455531158826,995.2878037085757,-3.703455531158826,0,0,-9.816905847045819,9.816905847045819,0,0,-2.159988289793874,2.159988289793874,0.2200274020600773,0.04754416388254156,1.602448820522777,-1.539143833067016,0.7788007830714049,75,80,293.5339561620355,1498299.798480728,9599.304694890499
310,3.1,0,0,6371994.905630277,0,0,-3.91815991440488,994.9056302765384,-3.91815991440488,0,0,-9.816907018008262,9.816907018008262,0,0,-2.136761343149208,2.136761343149208,0.2176613610813981,0.05015912377186441,1.661486304980763,-1.48010634860903,0.7788007830714049,75,80,329.3767379354477,1498268.488109082,10046.60716965259
320,3.2,0,0,6371994.502107114,0,0,-4.130733815798902,994.5021071135998,-4.130733815798902,0,0,-9.816908254820779,9.816908254820779,0,0,-2.117596813982662,2.117596813982662,0.2157091376445101,0.05177102963478798,1.707385629394114,-1.434207024195679,0.7788007830714049,75,80,366.9709522846989,1498233.49737792,10496.67452129544
330,3.3,0,0,6371994.077417721,0,0,-4.341755625076771,994.0774177210405,-4.341755625076771,0,0,-9.816909556900178,9.816909556900178,0,0,-2.105333441005173,2.105333441005173,0.2144598999106966,0.05268877011897349,1.735780954133521,-1.405811699456272,0.7788007830714049,75,80,406.3897353241087,1498194.647807321,10969.01197217573
340,3.4,0,0,6371993.63167656,0,0,-4.551976816831099,993.6316765602678,-4.551976816831099,0,0,-9.816910923870644,9.816910923870644,0,0,-2.100779730665051,2.100779730665051,0.2139960061730649,0.05333702724756349,1.745086106816122,-1.396506546773671,0.7788007830714049,75,80,447.7742650045673,1498151.749595225,11475.24075750719
350,3.5,0,0,6371993.164922825,0,0,-4.762122851036604,993.1649228250608,-4.762122851036604,0,0,-9.816912355589105,9.816912355589105,0,0,-2.102857757822247,2.102857757822247,0.2142076532470026,0.05417324960967109,1.737279794059057,-1.404312859530736,0.7788007830714049,75,80,491.2957086221755,1498104.596823458,12016.8803772059
