step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,g_raw_x,g_raw_y,g_raw_z,g_raw_mag,g_eff_x,g_eff_y,g_eff_z,g_eff_mag,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,grav_power
360,3.6,0,0,6371987.633683058,0,0,-6.771449978872354,987.6336830584332,-6.771449978872354,0,0,-9.816929336935601,9.816929336935601,0,0,-1.804759170111546,1.804759170111546,0.1838415158313557,0.2002010922827335,1.812750444131884,-1.328842209457909,0.7788007830714049,75,80,6500,1677045.46108813,14665.00373318582
370,3.7,0,0,6371986.946544181,0,0,-6.953643662037127,986.9465441806242,-6.953643662037127,0,0,-9.816931448587221,9.816931448587221,0,0,-1.836793746028703,1.836793746028703,0.1871046727430332,0.1971461759422917,1.794722943436083,-1.34686971015371,0.7788007830714049,75,80,6500,1676395.46108813,15326.89102865031
380,3.8,0,0,6371986.241003449,0,0,-7.139161582318502,986.2410034490749,-7.139161582318502,0,0,-9.816933616838334,9.816933616838334,0,0,-1.86971111859106,1.86971111859106,0.1904577530588644,0.1963478604271563,1.773210854056785,-1.368381799533008,0.7788007830714049,75,80,6500,1675745.46108813,16017.80374545486
390,3.9,0,0,6371985.516741725,0,0,-7.327647198761233,985.5167417246848,-7.327647198761232,0,0,-9.816935842683344,9.816935842683344,0,0,-1.895755626047017,1.895755626047017,0.1931107278713593,0.1976389636204403,1.754310592710589,-1.387282060879204,0.7788007830714049,75,80,6500,1675095.46108813,16669.71408328712
400,4,0,0,6371984.773512481,0,0,-7.518115785711927,984.7735124807805,-7.518115785711927,0,0,-9.81693812691227,9.81693812691227,0,0,-1.910024098506605,1.910024098506605,0.1945641373933531,0.2003458931969782,1.742341825478811,-1.399250828110982,0.7788007830714049,75,80,6500,1674445.46108813,17231.73879128724
410,4.1,0,0,6371984.011186989,0,0,-7.709284459105228,984.0111869890243,-7.709284459105228,0,0,-9.816940469961345,9.816940469961345,0,0,-1.911135102420833,1.911135102420833,0.1946772630707782,0.2035695867762439,1.738875153749758,-1.402717499840035,0.7788007830714049,75,80,6500,1673795.46108813,17680.18097321209
420,4.2,0,0,6371983.2297649,0,0,-7.899917398599973,983.2297649001703,-7.899917398599973,0,0,-9.816942871869799,9.816942871869799,0,0,-1.900974800715019,1.900974800715019,0.1936422392924598,0.2064654256909119,1.743025640169364,-1.398567013420429,0.7788007830714049,75,80,6500,1673145.46108813,18021.05268296244
430,4.3,0,0,6371982.429353415,0,0,-8.08910395972851,982.4293534150347,-8.08910395972851,0,0,-9.816945332335425,9.816945332335425,0,0,-1.883728589850747,1.883728589850747,0.1918854109990865,0.2084305210380941,1.75237872523874,-1.389213928351053,0.7788007830714049,75,80,6500,1672495.46108813,18285.21167425857
440,4.4,0,0,6371981.610124971,0,0,-8.276416294316205,981.6101249707863,-8.276416294316205,0,0,-9.816947850840156,9.816947850840156,0,0,-1.864538769190765,1.864538769190765,0.1899305973221803,0.2091825294128545,1.763930987381521,-1.377661666208272,0.7788007830714049,75,80,6500,1671845.46108813,18518.03886085768
450,4.5,0,0,6371980.772266747,0,0,-8.46192965487662,980.77226674743,-8.46192965487662,0,0,-9.816950426804979,9.816950426804979,0,0,-1.848159558369937,1.848159558369937,0.1882620852727926,0.2087536751231753,1.774801831148306,-1.366790822441487,0.7788007830714049,75,80,6500,1671195.46108813,18766.7954086971
460,4.600000000000001,0,0,6371979.915934977,0,0,-8.646123052513948,979.9159349771217,-8.646123052513948,0,0,-9.816953059733811,9.816953059733811,0,0,-1.837920915012796,1.837920915012796,0.1872190794668658,0.2074282984925952,1.7827234519821,-1.358869201607693,0.7788007830714049,75,80,6500,1670545.46108813,19069.06847038759
470,4.7,0,0,6371979.041223856,0,0,-8.829702727651732,979.0412238556892,-8.829702727651732,0,0,-9.816955749314706,9.816955749314706,0,0,-1.835190470026705,1.835190470026705,0.1869408925628309,0.2056453503458275,1.786367026904134,-1.355225626685659,0.7788007830714049,75,80,6500,1669895.46108813,19445.02355874632
480,4.8,0,0,6371978.148153866,0,0,-9.013401826651455,978.1481538657099,-9.013401826651455,0,0,-9.816958495462043,9.816958495462043,0,0,-1.839376876228609,1.839376876228609,0.1873672866274084,0.2038834055126431,1.785510467725792,-1.356082185864001,0.7788007830714049,75,80,6500,1669245.46108813,19894.85147531926
490,4.9,0,0,6371977.23667904,0,0,-9.197806483463127,977.2366790398955,-9.197806483463127,0,0,-9.816961298299461,9.816961298299461,0,0,-1.848385615350095,1.848385615350095,0.1882849039722996,0.2025480574218583,1.780996568285702,-1.360596085304091,0.7788007830714049,75,80,6500,1668595.46108813,20401.3118361685
500,5,0,0,6371976.306708416,0,0,-9.383244223429198,976.3067084159702,-9.383244223429196,0,0,-9.816964158097226,9.816964158097226,0,0,-1.859348167955792,1.859348167955792,0.1894015439001236,0.2018855500702644,1.774439389155558,-1.367153264434235,0.7788007830714049,75,80,6500,1667945.46108813,20936.06154757782
510,5.100000000000001,0,0,6371975.3581344,0,0,-9.569750344819159,975.3581344000995,-9.569750344819159,0,0,-9.816967075185852,9.816967075185852,0,0,-1.869411406502774,1.869411406502774,0.1904265739291361,0.2019442232029017,1.767729007270141,-1.373863646319652,0.7788007830714049,75,80,6500,1667295.46108813,21467.76054238655
520,5.2,0,0,6371974.390860348,0,0,-9.75710735187578,974.3908603480086,-9.75710735187578,0,0,-9.816970049869914,9.816970049869914,0,0,-1.876394859786027,1.876394859786027,0.191137881673673,0.2025920034164838,1.762496646242143,-1.37909600734765,0.7788007830714049,75,80,6500,1666645.46108813,21969.8232977282
530,5.3,0,0,6371973.404821134,0,0,-9.944936422700724,973.4048211341724,-9.944936422700724,0,0,-9.81697308236182,9.81697308236182,0,0,-1.879185379630482,1.879185379630482,0.1914220772395535,0.203578625735878,1.759730832765684,-1.381861820824109,0.7788007830714049,75,80,6500,1665995.46108813,22426.05495227264
540,5.4,0,0,6371972.399993079,0,0,-10.13281128552282,972.3999930787832,-10.13281128552282,0,0,-9.816976172747763,9.816976172747763,0,0,-1.877820714740378,1.877820714740378,0.1912830062635038,0.2046172375097623,1.759648766055991,-1.381943887533802,0.7788007830714049,75,80,6500,1665345.46108813,22833.1235166118
550,5.5,0,0,6371971.376392666,0,0,-10.32036452036061,971.3763926662505,-10.32036452036061,0,0,-9.81697932098835,9.81697932098835,0,0,-1.873293333704672,1.873293333704672,0.190821766294204,0.2054589871229812,1.761800883930244,-1.379791769659549,0.7788007830714049,75,80,6500,1664695.46108813,23199.68406887249
560,5.600000000000001,0,0,6371970.334066194,0,0,-10.50736293804144,970.3340661935508,-10.50736293804144,0,0,-9.816982526948191,9.816982526948191,0,0,-1.86716542541366,1.86716542541366,0.1901974889216907,0.2059433491537838,1.765311681963577,-1.376280971626216,0.7788007830714049,75,80,6500,1664045.46108813,23542.78174822066
570,5.7,0,0,6371969.273074205,0,0,-10.69373964196391,969.2730742050335,-10.69373964196391,0,0,-9.816985790442876,9.816985790442876,0,0,-1.861114859823993,1.861114859823993,0.1895810893029756,0.2060183955726266,1.769156984652313,-1.37243566893748,0.7788007830714049,75,80,6500,1663395.46108813,23882.73330569752
580,5.8,0,0,6371968.193475178,0,0,-10.87958241360984,968.1934751775116,-10.87958241360984,0,0,-9.816989111289605,9.816989111289605,0,0,-1.856528347904475,1.856528347904475,0.1891138236844385,0.2057335934799263,1.772410939111824,-1.369181714477969,0.7788007830714049,75,80,6500,1662745.46108813,24237.90379707559
590,5.9,0,0,6371967.09531232,0,0,-11.06508822119379,967.0953123196959,-11.06508822119379,0,0,-9.816992489349259,9.816992489349259,0,0,-1.854228193084117,1.854228193084117,0.1888794551993213,0.2052121483745497,1.774427492384971,-1.367165161204822,0.7788007830714049,75,80,6500,1662095.46108813,24620.63824644061
600,6,0,0,6371965.978606079,0,0,-11.25049988865395,965.9786060787737,-11.25049988865395,0,0,-9.816995924551431,9.816995924551431,0,0,-1.854374063360551,1.854374063360551,0.1888942480584032,0.2046118375125809,1.77493856010333,-1.366654093486463,0.7788007830714049,75,80,6500,1661445.46108813,25035.16223203279
610,6.100000000000001,0,0,6371964.843353109,0,0,-11.43604247552358,964.8433531085029,-11.43604247552358,0,0,-9.816999416899598,9.816999416899598,0,0,-1.856533992978166,1.856533992978166,0.1891142001885232,0.204083918648053,1.774060961771902,-1.367531691817891,0.7788007830714049,75,80,6500,1660795.46108813,25477.68192114205
620,6.2,0,0,6371963.689530922,0,0,-11.62187412660522,963.6895309220999,-11.62187412660522,0,0,-9.81700296645826,9.81700296645826,0,0,-1.859880632306836,1.859880632306836,0.1894550341546689,0.2037392071512965,1.772216846450848,-1.369375807138945,0.7788007830714049,75,80,6500,1660145.46108813,25938.35831901717
630,6.3,0,0,6371962.517106209,0,0,-11.80806040050101,962.5171062089503,-11.80806040050101,0,0,-9.817006573328134,9.817006573328134,0,0,-1.863446964830906,1.863446964830906,0.1898182456038802,0.2036282943311945,1.769990997043,-1.371601656546793,0.7788007830714049,75,80,6500,1659495.46108813,26404.43317662434
640,6.4,0,0,6371961.326044292,0,0,-11.99457418937216,961.3260442921892,-11.99457418937216,0,0,-9.817010237616998,9.817010237616998,0,0,-1.86637267252244,1.86637267252244,0.1901161990613842,0.2037389847759913,1.767966059651131,-1.373626593938662,0.7788007830714049,75,80,6500,1658845.46108813,26863.61458270463
